CODGEO;Nb Pharmacies et parfumerie;Dynamique Entrepreneuriale;Dynamique Entrepreneuriale Service et Commerce;Synergie Médicale COMMUNE;Orientation Economique;Indice Fiscal Partiel;Score Fiscal;Indice Evasion Client;Score Evasion Client;Indice Synergie Médicale;Score Synergie Médicale;SEG Croissance POP;LIBGEO;REG;DEP;Nb Omnipraticiens BV;Nb Infirmiers Libéraux BV;Nb dentistes Libéraux BV;Nb pharmaciens Libéraux BV;Densité Médicale BV;Score équipement de santé BV;Indice Démographique;Score Démographique;Indice Ménages;Score Ménages;Population;Evolution Population;Evolution Pop %;Nb Ménages;Nb Résidences Principales;Nb propriétaire;Nb Logement;Nb Résidences Secondaires;Nb Log Vacants;Nb Occupants Résidence Principale;Nb Femme;Nb Homme;Nb Mineurs;Nb Majeurs;Nb Etudiants;Nb Entreprises Secteur Services;Nb Entreprises Secteur Commerce;Nb Entreprises Secteur Construction;Nb Entreprises Secteur Industrie;Nb Création Enteprises;Nb Création Industrielles;Nb Création Construction;Nb Création Commerces;Nb Création Services;Moyenne Revenus Fiscaux Départementaux;Moyenne Revenus Fiscaux Régionaux;Dep Moyenne Salaires Horaires;Dep Moyenne Salaires Cadre Horaires;Dep Moyenne Salaires Prof Intermédiaire Horaires;Dep Moyenne Salaires Employé Horaires;Dep Moyenne Salaires Ouvrié Horaires;Reg Moyenne Salaires Horaires;Reg Moyenne Salaires Cadre Horaires;Reg Moyenne Salaires Prof Intermédiaire Horaires;Reg Moyenne Salaires Employé Horaires;Reg Moyenne Salaires Ouvrié Horaires;Valeur ajoutée régionale;Urbanité Ruralité;Score Urbanité;Nb Atifs;Nb Actifs Salariés;Nb Actifs Non Salariés;Nb Logement Secondaire et Occasionnel;Nb Hotel;Capacité Hotel;Nb Camping;Capacité Camping;Dynamique Démographique BV;Taux étudiants;Taux Propriété;Dynamique Démographique INSEE;Capacité Fisc;Capacité Fiscale;Moyenne Revnus fiscaux;Taux Evasion Client;Nb Education, santé, action sociale;Nb Services personnels et domestiques;Nb Santé, action sociale;Nb Industries des biens intermédiaires;Nb de Commerce;Nb de Services aux particuliers;Nb institution de Education, santé, action sociale, administration;PIB Régionnal;SEG Environnement Démographique Obsolète;Score Croissance Population;Score Croissance Entrepreneuriale;Score VA Région;Score PIB;Environnement Démographique;Fidélité;SYN MEDICAL;Seg Cap Fiscale;Seg Dyn Entre;DYN SetC;CP
31469;0;24;2;77;Bassin Résidentiel;109,67825;76,33987;0;0;77,38306;0,08542;en croissance démographique;Saint-Araille;73;31;16;34;8;8;0,151860543;4;7,62029;0,00588;6,78102;0,00405;125;2;2;45;45;40;51;5;1;125;122;122;155;89;4;2;0;3;1;1;0;0;1;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;51;35;16;5;0;0;0;0;3.Accroissement par excédent migratoire;0;78;0;90;90;12307,5;0;0;0;1;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;72,13115;0,01066;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31470;0;30;24;59;Bassin Résidentiel;109,67825;76,33987;0;0;59,29352;0,0614;en croissance démographique;Saint-Aventin;73;31;17;11;3;3;0,19644653;4;5,85238;0,00452;7,0824;0,00423;96;-14;-14;47;47;41;460;404;9;95;90;98;104;84;7;7;12;1;2;3;0;1;0;2;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;35;26;9;404;0;0;0;0;5.Déclin par déficit naturel;0;8;1;89;89;12307,5;0;2;0;2;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;65,57377;0,00519;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31471;0;61;74;166;Bassin Résidentiel;109,67825;76,33987;124,22775;0,05311;166,82583;0,20421;en croissance démographique;Saint-Béat;73;31;56;80;30;30;0,15487764;4;22,19029;0,01712;26,21996;0,01566;364;-40;-11;174;173;109;451;224;54;364;370;346;405;311;11;37;21;3;7;7;0;0;3;4;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;124;91;33;224;0;0;1;60;5.Déclin par déficit naturel;0;24;4;92;92;12307,5;1;17;4;17;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;66,80328;0,0389;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Mobile;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31472;0;28;31;69;Bassin Résidentiel;109,67825;76,33987;248,45549;0,10621;69,34327;0,07474;en croissance démographique;Saint-Bertrand-de-Comminges;73;31;11;16;7;7;0,150854844;4;14,44807;0,01115;15,97308;0,00954;237;-18;-7;106;105;72;164;43;16;237;222;242;263;201;10;10;14;0;0;2;0;0;2;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;92;69;23;43;2;29;1;80;5.Déclin par déficit naturel;0;43;2;91;91;12307,5;2;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;68,44262;0,02132;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Mobile;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31473;0;38;7;77;Bassin Résidentiel;109,67825;76,33987;0;0;77,38306;0,08542;en croissance démographique;Saint-Cézert;73;31;18;34;8;8;0,123365739;4;25,17744;0,01943;14,76756;0,00882;413;-35;-8;98;98;81;115;9;8;260;358;456;470;344;15;5;1;8;3;1;0;0;1;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;199;176;23;9;0;0;0;0;1.Accroissement par excédent naturel et migratoire;0;70;4;94;94;12307,5;0;1;0;1;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;68,03279;0,01066;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31474;0;26;5;73;Bassin Résidentiel;109,67825;76,33987;0;0;73,36317;0,08008;en croissance démographique;Saint-Christaud;73;31;16;34;8;8;0,151860543;4;13,89941;0,01073;12,35653;0,00738;228;-7;-3;82;82;74;99;11;6;229;238;212;268;182;9;3;1;3;2;1;0;1;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;95;77;18;11;0;0;0;0;3.Accroissement par excédent migratoire;0;74;0;91;91;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;70,08197;0,00173;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31475;0;46;28;76;Bassin Urbain;109,67825;76,33987;0;0;76,37809;0,08409;en croissance démographique;Saint-Clar-de-Rivière;73;31;12;12;6;6;1;1;53,28108;0,04111;48,22062;0,02881;874;29;3;320;319;257;350;15;16;872;842;874;1057;659;69;9;13;5;7;4;0;2;1;1;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;390;343;47;15;0;0;0;0;Grande Ville;0;73;-3;100;100;12307,5;0;3;1;2;1935;3711;1222;7638;71295;Com rurale < 2 000 m habts en croissance démographique;72,54098;0,01585;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31476;0;62;33;79;Bassin Résidentiel;109,67825;76,33987;0;0;79,39301;0,08809;en croissance démographique;Saint-Elix-le-Château;73;31;16;34;8;8;0,151860543;4;33,10254;0,02554;32,69961;0,01953;543;-24;-4;217;218;173;247;10;19;542;540;510;627;423;25;12;14;10;10;2;1;1;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;212;159;53;10;0;0;0;0;3.Accroissement par excédent migratoire;0;70;2;95;95;12307,5;0;0;3;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;69,67213;0,00346;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31477;0;17;3;140;Bassin Résidentiel;109,67825;76,33987;0;0;140,69648;0,16951;en croissance démographique;Saint-Elix-Séglan;73;31;56;80;30;30;0,15487764;4;2,86523;0,00221;2,8631;0,00171;47;-6;-12;19;19;13;29;3;7;47;42;52;54;40;2;2;1;0;0;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;16;8;8;3;0;0;0;0;5.Déclin par déficit naturel;0;44;0;89;89;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;66,39344;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31478;0;87;52;89;Bassin Résidentiel;109,67825;76,33987;124,22775;0,05311;89,44276;0,10144;en croissance démographique;Saint-Félix-Lauragais;73;31;21;34;12;12;0,154207174;4;79,55584;0,06139;72,63231;0,04339;1305;3;0;482;481;353;585;47;57;1301;1292;1254;1551;995;81;26;15;14;17;4;0;1;0;3;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;498;367;131;47;2;20;0;0;3.Accroissement par excédent migratoire;0;60;0;104;104;12307,5;1;7;2;6;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;71,31148;0,00692;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Mobile;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31479;0;19;7;51;Bassins Agroalimentaire;109,67825;76,33987;0;0;51,25372;0,05072;en croissance démographique;Saint-Ferréol-de-Comminges;73;31;7;7;2;2;0,123030506;4;3,231;0,00249;2,8631;0,00171;53;0;0;19;19;16;31;5;7;53;58;46;57;47;2;3;3;0;0;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;28;11;17;5;0;0;0;0;5.Déclin par déficit naturel;0;51;0;89;89;12307,5;0;1;0;1;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;71,31148;0;11,82517;13,13235;Bassins Agroalimentaire en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31480;0;81;71;85;Bassin Urbain;109,67825;76,33987;0;0;85,42286;0,0961;en croissance démographique;Sainte-Foy-d'Aigrefeuille;73;31;12;12;6;6;1;1;99,24667;0,07658;74,59127;0,04456;1628;86;5;495;494;434;510;6;10;1627;1534;1630;2133;1031;121;48;9;9;14;3;0;0;0;3;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;755;679;76;6;0;0;0;0;Grande Ville;0;85;-9;112;112;12307,5;0;15;4;12;1935;3711;1222;7638;71295;Com rurale < 2 000 m habts en croissance démographique;73,36066;0,00519;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31481;0;107;73;79;Bassin Résidentiel;109,67825;76,33987;0;0;79,39301;0,08809;en croissance démographique;Sainte-Foy-de-Peyrolières;73;31;12;13;7;7;0,138115991;3;87,5419;0,06755;76,09816;0,04546;1436;0;0;505;505;413;560;20;35;1402;1426;1366;1705;1087;91;25;32;22;14;12;0;6;1;5;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;593;496;97;20;0;0;0;0;3.Accroissement par excédent migratoire;0;73;0;107;107;12307,5;0;7;6;8;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;71,31148;0,02968;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Moyenne dynamique;Faible Dynamique Serv et Com;31
31482;0;22;1;44;Bassin diversifié;109,67825;76,33987;0;0;44,21889;0,04138;en croissance démographique;Saint-Frajou;73;31;6;5;2;2;0,123700972;2;10,54648;0,00814;10,84964;0,00648;173;-21;-12;72;73;57;113;28;12;173;162;180;194;148;6;1;0;3;0;1;0;0;0;1;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;66;32;34;28;0;0;0;0;5.Déclin par déficit naturel;0;50;2;90;90;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;66,39344;0,00173;11,82517;13,13235;Bassin diversifié en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31483;0;850;1263;424;Bassin Résidentiel;109,67825;76,33987;621,13873;0,26553;426,10934;0,54856;en croissance démographique;Saint-Gaudens;73;31;56;80;30;30;0,15487764;4;660,64876;0,50977;774,99575;0,46295;10837;-189;-1;5143;5144;2465;5867;258;465;10477;11512;9716;12312;8916;606;506;474;70;140;86;5;14;26;41;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com < 50 m habts;37,5;3793;3222;571;258;4;94;1;83;5.Déclin par déficit naturel;0;42;13;206;206;12307,5;5;158;54;185;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;70,90164;0,38097;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Mobile;Forte Synergie Médicale;Fiscalité moyenne;Dynamique Economique;Bonne Dynamique Entreprise Serv et Com;31
31484;0;81;64;95;Bassin Urbain;109,67825;76,33987;0;0;95,47261;0,10945;en croissance démographique;Saint-Geniès-Bellevue;73;31;12;12;6;6;1;1;109,06161;0,08415;97,19468;0,05806;1789;36;2;645;645;520;667;3;19;1781;1724;1774;2128;1370;132;40;11;12;12;8;1;1;3;3;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com > 200 m habts;87,5;757;658;99;3;0;0;0;0;Grande Ville;0;77;-4;112;112;12307,5;0;17;3;18;1935;3711;1222;7638;71295;Com > 200 m habts en croissance démographique;72,13115;0,04063;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31485;0;23;4;86;Bassin Résidentiel;109,67825;76,33987;0;0;86,42784;0,09743;en croissance démographique;Saint-Germier;73;31;24;40;11;11;0,196781763;4;5,24276;0,00405;4,52068;0,0027;86;3;3;30;30;25;37;6;1;86;86;84;111;59;8;4;0;3;0;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;30;26;4;6;0;0;0;0;3.Accroissement par excédent migratoire;0;67;0;89;89;12307,5;0;2;0;3;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;72,54098;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31486;0;55;16;70;Bassin Urbain;109,67825;76,33987;0;0;70,34824;0,07608;en croissance démographique;Saint-Hilaire;73;31;12;12;6;6;1;1;43,10037;0,03326;37,0696;0,02214;707;8;1;246;246;190;257;4;7;688;676;698;848;526;47;7;6;15;3;2;0;1;0;1;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;324;288;36;4;0;0;0;0;Grande Ville;0;73;0;98;98;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Com rurale < 2 000 m habts en croissance démographique;71,72131;0,00346;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31487;0;29;10;140;Bassin Résidentiel;109,67825;76,33987;0;0;140,69648;0,16951;en croissance démographique;Saint-Ignan;73;31;56;80;30;30;0,15487764;4;15,24058;0,01176;12,20584;0,00729;250;-8;-3;81;81;69;86;4;1;216;234;260;317;177;14;7;1;4;1;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;82;60;22;4;0;0;0;0;5.Déclin par déficit naturel;0;80;0;91;91;12307,5;0;0;0;1;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;70,08197;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31488;0;400;514;227;Bassin Urbain;109,67825;76,33987;0;0;228,1293;0,28563;en croissance démographique;Saint-Jean;73;31;12;12;6;6;1;1;509,94988;0,39349;481,75411;0,28778;8365;231;2;3197;3199;2274;3291;21;71;8326;8356;7884;9705;6535;681;269;135;43;69;53;3;10;13;27;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com > 200 m habts;87,5;3672;3272;400;21;0;0;0;0;Grande Ville;0;69;-20;203;203;12307,5;0;135;21;136;1935;3711;1222;7638;71295;Com > 200 m habts en croissance démographique;72,13115;0,20778;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Dynamique Economique;Bonne Dynamique Entreprise Serv et Com;31
31489;0;32;11;56;Bassin Résidentiel;109,67825;76,33987;0;0;56,27859;0,05739;en croissance démographique;Saint-Jean-Lherm;73;31;5;14;6;6;0,14817298;2;18,47159;0,01425;15,37032;0,00918;303;4;1;102;102;84;108;5;1;303;276;310;360;226;24;6;3;4;3;1;0;0;0;1;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;144;114;30;5;0;0;0;0;1.Accroissement par excédent naturel et migratoire;0;77;0;93;93;12307,5;0;1;1;1;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;71,72131;0,00173;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31490;0;275;223;127;Bassin Urbain;109,67825;76,33987;0;0;127,63181;0,15216;en croissance démographique;Saint-Jory;73;31;12;12;6;6;1;1;247,93379;0,19131;211,71865;0,12647;4067;214;5;1405;1406;944;1490;17;67;4060;3962;3914;4957;2919;259;89;84;55;47;39;1;8;6;24;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com > 200 m habts;87,5;1735;1444;291;17;1;19;0;0;Grande Ville;0;63;-24;142;142;12307,5;0;32;12;30;1935;3711;1222;7638;71295;Com > 200 m habts en croissance démographique;73,36066;0,12103;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Dynamique Economique;Bonne Dynamique Entreprise Serv et Com;31
31491;0;37;20;88;Bassin Résidentiel;109,67825;76,33987;0;0;88,43779;0,1001;en croissance démographique;Saint-Julia;73;31;21;34;12;12;0,154207174;4;20,30046;0,01566;20,04169;0,01197;333;-14;-4;133;133;92;196;34;29;333;322;328;385;265;12;11;5;3;5;1;0;0;0;1;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;138;93;45;34;0;0;0;0;3.Accroissement par excédent migratoire;0;46;1;92;92;12307,5;0;1;3;1;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;69,67213;0,00173;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31492;0;33;27;79;Bassin Résidentiel;109,67825;76,33987;0;0;79,39301;0,08809;en croissance démographique;Saint-Julien-sur-Garonne;73;31;16;34;8;8;0,151860543;4;20,78815;0,01604;21,24721;0,01269;341;-7;-2;141;141;101;182;20;21;341;316;340;380;276;15;19;3;2;2;2;0;0;0;2;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;132;115;17;20;0;0;0;0;3.Accroissement par excédent migratoire;0;55;0;92;92;12307,5;0;8;1;7;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;70,4918;0,00346;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31493;0;18;1;50;Bassins Agroalimentaire;109,67825;76,33987;0;0;50,24874;0,04938;en croissance démographique;Saint-Lary-Boujean;73;31;7;7;2;2;0,123030506;4;7,07163;0,00546;6,93171;0,00414;116;0;0;46;46;36;55;4;5;116;124;104;130;98;7;1;0;0;1;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;53;30;23;4;0;0;0;0;5.Déclin par déficit naturel;0;65;0;90;90;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;71,31148;0;11,82517;13,13235;Bassins Agroalimentaire en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31494;0;22;6;47;Bassin diversifié;109,67825;76,33987;0;0;47,23382;0,04538;en croissance démographique;Saint-Laurent;73;31;6;5;2;2;0,123700972;2;9,57109;0,00739;10,09619;0,00603;157;-14;-8;67;67;51;118;44;7;153;154;154;182;126;10;3;2;1;1;1;0;0;1;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;41;28;13;44;0;0;0;0;5.Déclin par déficit naturel;0;43;1;89;89;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;68,03279;0,01066;11,82517;13,13235;Bassin diversifié en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31495;0;52;28;87;Bassin Résidentiel;109,67825;76,33987;0;0;87,43281;0,09877;en croissance démographique;Saint-Léon;73;31;24;40;11;11;0,196781763;4;45,66078;0,03523;39,02856;0,02331;749;13;1;259;259;199;305;15;31;745;680;766;886;560;51;14;8;6;10;2;0;1;0;1;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;323;261;62;15;0;0;0;0;3.Accroissement par excédent migratoire;0;65;0;98;98;12307,5;0;6;0;5;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;71,72131;0,00346;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31496;0;22;5;77;Bassin Résidentiel;109,67825;76,33987;0;0;77,38306;0,08542;en croissance démographique;Sainte-Livrade;73;31;14;28;12;12;0,15822997;4;14,99673;0,01157;13,86343;0,00828;246;3;1;92;92;70;109;4;13;246;232;246;290;188;11;3;1;2;0;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;117;94;23;4;0;0;0;0;1.Accroissement par excédent naturel et migratoire;0;64;0;92;92;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;71,72131;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31497;0;69;52;87;Bassin Urbain;109,67825;76,33987;0;0;87,43281;0,09877;en croissance démographique;Saint-Loup-Cammas;73;31;12;12;6;6;1;1;105,76964;0,08161;84,68746;0,05059;1735;93;5;562;562;465;595;5;28;1664;1668;1672;2081;1259;140;29;12;11;8;10;0;2;2;6;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com > 200 m habts;87,5;824;726;98;5;0;0;0;0;Grande Ville;0;78;-10;114;114;12307,5;0;11;2;12;1935;3711;1222;7638;71295;Com > 200 m habts en croissance démographique;73,36066;0,03516;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31498;0;16;1;50;Bassins Agroalimentaire;109,67825;76,33987;0;0;50,24874;0,04938;en croissance démographique;Saint-Loup-en-Comminges;73;31;7;7;2;2;0,123030506;4;2,43849;0,00188;3,01379;0,0018;40;-2;-6;20;20;16;31;10;1;40;40;40;44;36;0;1;0;0;0;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;13;6;7;10;0;0;0;0;5.Déclin par déficit naturel;0;51;0;89;89;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;68,85246;0;11,82517;13,13235;Bassins Agroalimentaire en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
