CODGEO;Nb Pharmacies et parfumerie;Dynamique Entrepreneuriale;Dynamique Entrepreneuriale Service et Commerce;Synergie Médicale COMMUNE;Orientation Economique;Indice Fiscal Partiel;Score Fiscal;Indice Evasion Client;Score Evasion Client;Indice Synergie Médicale;Score Synergie Médicale;SEG Croissance POP;LIBGEO;REG;DEP;Nb Omnipraticiens BV;Nb Infirmiers Libéraux BV;Nb dentistes Libéraux BV;Nb pharmaciens Libéraux BV;Densité Médicale BV;Score équipement de santé BV;Indice Démographique;Score Démographique;Indice Ménages;Score Ménages;Population;Evolution Population;Evolution Pop %;Nb Ménages;Nb Résidences Principales;Nb propriétaire;Nb Logement;Nb Résidences Secondaires;Nb Log Vacants;Nb Occupants Résidence Principale;Nb Femme;Nb Homme;Nb Mineurs;Nb Majeurs;Nb Etudiants;Nb Entreprises Secteur Services;Nb Entreprises Secteur Commerce;Nb Entreprises Secteur Construction;Nb Entreprises Secteur Industrie;Nb Création Enteprises;Nb Création Industrielles;Nb Création Construction;Nb Création Commerces;Nb Création Services;Moyenne Revenus Fiscaux Départementaux;Moyenne Revenus Fiscaux Régionaux;Dep Moyenne Salaires Horaires;Dep Moyenne Salaires Cadre Horaires;Dep Moyenne Salaires Prof Intermédiaire Horaires;Dep Moyenne Salaires Employé Horaires;Dep Moyenne Salaires Ouvrié Horaires;Reg Moyenne Salaires Horaires;Reg Moyenne Salaires Cadre Horaires;Reg Moyenne Salaires Prof Intermédiaire Horaires;Reg Moyenne Salaires Employé Horaires;Reg Moyenne Salaires Ouvrié Horaires;Valeur ajoutée régionale;Urbanité Ruralité;Score Urbanité;Nb Atifs;Nb Actifs Salariés;Nb Actifs Non Salariés;Nb Logement Secondaire et Occasionnel;Nb Hotel;Capacité Hotel;Nb Camping;Capacité Camping;Dynamique Démographique BV;Taux étudiants;Taux Propriété;Dynamique Démographique INSEE;Capacité Fisc;Capacité Fiscale;Moyenne Revnus fiscaux;Taux Evasion Client;Nb Education, santé, action sociale;Nb Services personnels et domestiques;Nb Santé, action sociale;Nb Industries des biens intermédiaires;Nb de Commerce;Nb de Services aux particuliers;Nb institution de Education, santé, action sociale, administration;PIB Régionnal;SEG Environnement Démographique Obsolète;Score Croissance Population;Score Croissance Entrepreneuriale;Score VA Région;Score PIB;Environnement Démographique;Fidélité;SYN MEDICAL;Seg Cap Fiscale;Seg Dyn Entre;DYN SetC;CP
31184;0;135;88;82;Bassin Urbain;109,67825;76,33987;0;0;82,40794;0,09209;en croissance démographique;Flourens;73;31;12;12;6;6;1;1;109,36642;0,08439;85,13953;0,05086;1794;63;3;565;563;433;582;8;11;1667;1804;1684;2161;1327;201;50;20;26;25;6;0;2;0;4;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;811;697;114;8;0;0;0;0;Grande Ville;0;74;-6;113;113;12307,5;0;7;3;11;1935;3711;1222;7638;71295;Com rurale < 2 000 m habts en croissance démographique;72,54098;0,01037;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Dynamique Economique;Faible Dynamique Serv et Com;31
31185;0;24;2;84;Bassin Résidentiel;109,67825;76,33987;0;0;84,41789;0,09476;en croissance démographique;Folcarde;73;31;24;40;11;11;0,196781763;4;5,24276;0,00405;4,82206;0,00288;86;-1;-1;32;32;26;37;2;3;86;76;88;96;68;8;2;0;3;1;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;34;28;6;2;0;0;0;0;3.Accroissement par excédent migratoire;0;70;0;89;89;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;70,90164;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31186;0;77;73;94;Bassin Urbain;109,67825;76,33987;0;0;94,46764;0,10811;en croissance démographique;Fonbeauzard;73;31;12;12;6;6;1;1;158,44109;0,12226;137,42876;0,08209;2599;184;7;912;912;625;968;2;54;2603;2580;2512;3228;1864;264;25;32;11;8;7;1;0;3;3;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com > 200 m habts;87,5;1173;1089;84;2;1;36;0;0;Grande Ville;0;64;-22;125;125;12307,5;0;7;6;7;1935;3711;1222;7638;71295;Com > 200 m habts en croissance démographique;74,18033;0,0389;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31187;0;395;318;168;Bassin Résidentiel;109,67825;76,33987;0;0;168,83578;0,20688;en croissance démographique;Fonsorbes;73;31;12;14;6;6;0,122695273;2;421,18873;0,325;344,77742;0,20596;6909;290;4;2288;2292;1743;2389;16;81;6848;6530;6762;8477;4815;443;128;119;95;51;42;0;9;16;17;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com < 10 m habts;25;3082;2805;277;16;0;0;0;0;1.Accroissement par excédent naturel et migratoire;0;72;-33;184;184;12307,5;0;49;20;50;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;72,95082;0,21556;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Dynamique Economique;Bonne Dynamique Entreprise Serv et Com;31
31188;0;137;85;76;Bassin Résidentiel;109,67825;76,33987;0;0;76,37809;0,08409;en croissance démographique;Fontenilles;73;31;12;14;6;6;0,122695273;2;178,01;0,13736;149,03185;0,08903;2920;125;4;989;991;828;1051;17;43;2888;2784;2852;3508;2128;203;47;20;31;20;13;1;5;1;6;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale > 2 000 habts;0;1351;1201;150;17;0;0;0;0;1.Accroissement par excédent naturel et migratoire;0;78;-14;130;130;12307,5;0;22;3;20;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;72,95082;0,03141;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Dynamique Economique;Faible Dynamique Serv et Com;31
31189;0;24;6;49;Bassin Résidentiel;109,67825;76,33987;0;0;49,24377;0,04805;en croissance démographique;Forgues;73;31;7;5;4;4;0,090848139;3;9,26627;0,00715;8,73999;0,00522;152;-2;-1;58;59;44;72;8;5;152;150;138;177;111;7;4;1;3;0;1;0;0;0;1;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;69;58;11;8;0;0;0;0;3.Accroissement par excédent migratoire;0;61;0;90;90;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;70,90164;0,00173;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31190;0;34;10;140;Bassin Résidentiel;109,67825;76,33987;0;0;140,69648;0,16951;en croissance démographique;Fos;73;31;56;80;30;30;0,15487764;4;16,64272;0,01284;20,79514;0,01242;273;-51;-18;138;138;109;401;207;56;272;292;250;304;238;9;5;3;4;5;3;1;0;0;2;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;82;68;14;207;0;0;0;0;5.Déclin par déficit naturel;0;27;5;91;91;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;63,93443;0,00519;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31191;0;25;10;61;Bassin Résidentiel;109,67825;76,33987;0;0;61,30347;0,06407;en croissance démographique;Fougaron;73;31;8;21;5;5;0,167951726;4;4,45025;0,00343;5,57551;0,00333;73;-6;-8;37;38;26;107;63;6;73;74;72;81;65;2;3;5;2;1;2;0;1;0;1;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;28;18;10;63;0;0;0;0;5.Déclin par déficit naturel;0;24;0;89;89;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;68,03279;0,00346;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31192;1;45;27;169;Bassin Urbain;109,67825;76,33987;0;0;169,84075;0,20821;en croissance démographique;Fourquevaux;73;31;12;12;6;6;1;1;43,70999;0,03373;37,37098;0,02232;717;32;4;248;248;182;269;7;14;716;712;674;862;524;55;15;7;6;5;4;0;0;1;3;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;331;277;54;7;0;0;0;0;Grande Ville;0;67;-3;98;98;12307,5;0;1;1;1;1935;3711;1222;7638;71295;Com rurale < 2 000 m habts en croissance démographique;72,95082;0,01585;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31193;0;101;81;91;Bassin Résidentiel;109,67825;76,33987;0;0;91,45271;0,10411;en croissance démographique;Le Fousseret;73;31;16;34;8;8;0,151860543;4;87,72479;0,06769;87,24918;0,05212;1439;-87;-6;579;578;380;676;54;44;1384;1424;1396;1654;1166;74;41;23;16;16;6;1;0;1;4;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;517;396;121;54;0;0;0;0;3.Accroissement par excédent migratoire;0;56;10;104;104;12307,5;0;14;3;15;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;68,85246;0,01931;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Synergie Médicale;Fiscalité moyenne;Moyenne dynamique;Faible Dynamique Serv et Com;31
31194;0;23;5;58;Bassin Résidentiel;109,67825;76,33987;0;0;58,28854;0,06006;en croissance démographique;Francarville;73;31;8;19;4;4;0,143814951;4;9,3882;0,00724;7,83585;0,00468;154;1;0;52;52;39;65;5;8;151;136;166;186;116;13;3;1;3;0;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;73;53;20;5;0;0;0;0;1.Accroissement par excédent naturel et migratoire;0;60;0;90;90;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;71,31148;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31195;0;19;1;61;Bassin Résidentiel;109,67825;76,33987;0;0;61,30347;0,06407;en croissance démographique;Francazal;73;31;8;21;5;5;0,167951726;4;0,9754;0,00075;1,20552;0,00072;16;-2;-15;8;8;5;15;6;1;16;16;14;17;13;0;1;0;0;2;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;7;5;2;6;0;0;0;0;5.Déclin par déficit naturel;0;33;0;88;88;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;65,16393;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31196;0;24;5;73;Bassin Résidentiel;109,67825;76,33987;0;0;73,36317;0,08008;en croissance démographique;Francon;73;31;16;34;8;8;0,151860543;4;10,24167;0,0079;9,49343;0,00567;168;-6;-3;63;63;52;75;9;3;168;148;184;194;138;11;3;1;2;2;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;62;39;23;9;0;0;0;0;3.Accroissement par excédent migratoire;0;69;0;90;90;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;70,08197;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31197;0;31;5;66;Bassin Résidentiel;109,67825;76,33987;0;0;66,32834;0,07074;en croissance démographique;Franquevielle;73;31;11;16;7;7;0,150854844;4;20,30046;0,01566;19,891;0,01188;333;-21;-6;132;132;118;163;15;16;333;328;332;384;276;15;2;2;6;1;2;0;1;1;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;132;101;31;15;0;0;0;0;5.Déclin par déficit naturel;0;72;2;92;92;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;68,85246;0,01239;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31198;0;18;1;140;Bassin Résidentiel;109,67825;76,33987;0;0;140,69648;0,16951;en croissance démographique;Le Fréchet;73;31;56;80;30;30;0,15487764;4;6,27912;0,00485;5,87689;0,00351;103;-6;-5;39;39;34;48;5;4;103;94;110;115;89;4;1;0;1;0;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;44;33;11;5;0;0;0;0;5.Déclin par déficit naturel;0;70;0;90;90;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;69,2623;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31199;0;24;7;140;Bassin Résidentiel;109,67825;76,33987;0;0;140,69648;0,16951;en croissance démographique;Fronsac;73;31;56;80;30;30;0,15487764;4;13,16786;0,01016;14,3155;0,00855;216;-14;-6;95;95;71;167;62;10;216;214;208;241;181;9;3;3;2;1;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;73;61;12;62;0;0;0;0;5.Déclin par déficit naturel;0;42;1;90;90;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;68,85246;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31200;0;22;2;140;Bassin Résidentiel;109,67825;76,33987;0;0;140,69648;0,16951;en croissance démographique;Frontignan-de-Comminges;73;31;56;80;30;30;0,15487764;4;4,45025;0,00343;4,67137;0,00279;73;-6;-8;31;31;28;57;25;1;73;76;66;88;54;3;1;1;3;0;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;25;18;7;25;0;0;0;0;5.Déclin par déficit naturel;0;49;0;89;89;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;68,03279;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31201;0;17;2;44;Bassin diversifié;109,67825;76,33987;0;0;44,21889;0,04138;en croissance démographique;Frontignan-Savès;73;31;6;5;2;2;0,123700972;2;2,98715;0,0023;3,31517;0,00198;49;-2;-5;22;22;18;32;8;2;49;50;48;56;42;2;1;1;0;0;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;19;10;9;8;0;0;0;0;5.Déclin par déficit naturel;0;56;0;89;89;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;69,2623;0;11,82517;13,13235;Bassin diversifié en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31202;0;266;248;125;Bassin Résidentiel;109,67825;76,33987;0;0;125,62186;0,14949;en croissance démographique;Fronton;73;31;10;13;10;10;0,150519611;4;237,0825;0,18294;224,52725;0,13412;3889;-10;0;1490;1491;986;1644;60;93;3841;3874;3668;4616;2926;247;108;85;48;43;25;2;10;4;9;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com < 10 m habts;12,5;1534;1281;253;60;0;0;0;0;1.Accroissement par excédent naturel et migratoire;0;59;0;136;136;12307,5;0;38;14;36;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;71,31148;0,07896;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Dynamique Economique;Bonne Dynamique Entreprise Serv et Com;31
31203;0;213;156;113;Bassin Urbain;109,67825;76,33987;0;0;113,56216;0,13347;en croissance démographique;Frouzins;73;31;12;12;6;6;1;1;361,99431;0,27932;304,24196;0,18174;5938;205;3;2019;2016;1541;2091;19;56;5851;5766;5786;7226;4326;473;74;48;52;26;25;1;7;5;12;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com > 200 m habts;87,5;2585;2352;233;19;0;0;0;0;Grande Ville;0;73;-21;169;169;12307,5;0;28;7;27;1935;3711;1222;7638;71295;Com > 200 m habts en croissance démographique;72,54098;0,08789;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Synergie Médicale;Fiscalité moyenne;Dynamique Economique;Bonne Dynamique Entreprise Serv et Com;31
31204;0;16;1;73;Bassin Résidentiel;109,67825;76,33987;0;0;73,36317;0,08008;en croissance démographique;Fustignac;73;31;16;34;8;8;0,151860543;4;3,29197;0,00254;3,16448;0,00189;54;-1;-1;21;21;18;26;4;1;54;52;56;64;44;1;1;0;0;0;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;20;11;9;4;0;0;0;0;3.Accroissement par excédent migratoire;0;69;0;89;89;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;70,90164;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31205;0;117;70;96;Bassin Urbain;109,67825;76,33987;0;0;96,47759;0,11078;en croissance démographique;Gagnac-sur-Garonne;73;31;12;12;6;6;1;1;99,61245;0,07686;88,60539;0,05293;1634;64;3;588;588;408;614;10;16;1635;1574;1610;1947;1237;138;29;26;23;21;15;0;5;5;5;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com > 200 m habts;87,5;758;661;97;10;0;0;0;0;Grande Ville;0;66;-5;112;112;12307,5;0;10;3;10;1935;3711;1222;7638;71295;Com > 200 m habts en croissance démographique;72,54098;0,0706;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Synergie Médicale;Fiscalité moyenne;Moyenne dynamique;Faible Dynamique Serv et Com;31
31206;0;45;25;78;Bassin Résidentiel;109,67825;76,33987;124,22775;0,05311;78,38804;0,08676;en croissance démographique;Gaillac-Toulza;73;31;18;25;10;10;0,124371438;3;55,59764;0,0429;46,56303;0,02781;912;-2;0;309;308;230;368;39;21;841;842;948;1082;708;54;9;11;5;7;5;0;2;1;2;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;339;255;84;39;0;0;1;37;1.Accroissement par excédent naturel et migratoire;0;62;0;99;99;12307,5;1;1;2;1;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;71,31148;0,01758;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Mobile;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31207;0;21;3;140;Bassin Résidentiel;109,67825;76,33987;0;0;140,69648;0,16951;en croissance démographique;Galié;73;31;56;80;30;30;0,15487764;4;4,75506;0,00367;6,02758;0,0036;78;-5;-7;40;40;31;85;32;13;78;82;68;83;67;2;2;1;1;1;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;32;24;8;32;0;0;0;0;5.Déclin par déficit naturel;0;36;0;89;89;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;68,44262;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31208;0;28;6;140;Bassin Résidentiel;109,67825;76,33987;0;0;140,69648;0,16951;en croissance démographique;Ganties;73;31;56;80;30;30;0,15487764;4;15,0577;0,01162;15,6717;0,00936;247;-17;-7;104;104;91;158;36;18;244;234;252;296;190;13;4;1;5;0;2;0;0;0;2;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;89;71;18;36;0;0;0;0;5.Déclin par déficit naturel;0;57;2;91;91;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;68,44262;0,00346;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31209;0;19;7;74;Bassin Résidentiel;109,67825;76,33987;0;0;74,36814;0,08142;en croissance démographique;Garac;73;31;18;34;8;8;0,123365739;4;9,57109;0,00739;8,5893;0,00513;157;1;0;57;57;43;66;4;5;157;168;140;194;114;8;3;3;0;0;1;0;1;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;55;37;18;4;0;0;0;0;1.Accroissement par excédent naturel et migratoire;0;65;0;90;90;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;71,31148;0,00173;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31210;0;62;37;92;Bassin Résidentiel;109,67825;76,33987;0;0;92,45769;0,10544;en croissance démographique;Gardouch;73;31;24;40;11;11;0,196781763;4;60,65752;0,0468;54,70026;0,03268;995;18;1;363;362;261;420;22;36;996;968;978;1188;758;83;17;12;12;6;8;1;3;1;3;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;421;354;67;22;0;0;0;0;3.Accroissement par excédent migratoire;0;62;-1;101;101;12307,5;0;7;1;6;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;71,72131;0,02277;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31211;0;43;14;72;Bassin Urbain;109,67825;76,33987;0;0;72,35819;0,07875;en croissance démographique;Gargas;73;31;12;12;6;6;1;1;31,70041;0,02446;26,37065;0,01575;520;18;3;175;177;152;191;12;2;520;498;500;618;380;54;7;4;8;5;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;224;184;40;12;0;0;0;0;Grande Ville;0;79;-1;95;95;12307,5;0;0;1;0;1935;3711;1222;7638;71295;Com rurale < 2 000 m habts en croissance démographique;72,54098;0;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31212;1;82;60;157;Bassin Résidentiel;109,67825;76,33987;0;0;157,78105;0,1922;en croissance démographique;Garidech;73;31;5;14;6;6;0,14817298;2;58,03614;0,04478;51,23441;0,03061;952;39;4;340;340;289;353;4;9;954;940;908;1139;709;66;24;23;12;14;12;0;3;2;7;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com < 10 m habts;12,5;440;374;66;4;0;0;0;0;1.Accroissement par excédent naturel et migratoire;0;81;-4;102;102;12307,5;0;2;2;1;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;72,95082;0,03862;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31213;0;22;11;58;Bassin Résidentiel;109,67825;76,33987;124,22775;0,05311;58,28854;0,06006;en croissance démographique;Garin;73;31;17;11;3;3;0,19644653;4;6,21816;0,0048;6,02758;0,0036;102;-7;-6;40;40;32;137;93;4;102;100;98;114;84;1;4;5;1;0;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;45;35;10;93;0;0;1;27;5.Déclin par déficit naturel;0;23;0;90;90;12307,5;1;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;68,85246;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Mobile;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
