Code département;Département;Code circonscription;Circonscription;Numéro de panneau;Libellé abrégé de liste;Libellé de la liste;Code nuance de liste;Nuance de liste;Tête de liste;Ordre;Sexe;Nom sur le bulletin de vote;Prénom sur le bulletin de vote;Nationalité;Code personnalité;CC
31;Haute-Garonne;31460;Roquettes;2;roquettes village a vivre;roquettes village a vivre;LDIV;Liste Divers;OUI;1;M;CAPDECOMME;Michel;Française;;OUI
31;Haute-Garonne;31461;Rouède;1;L'AVENIR PARTAGE;L'AVENIR PARTAGE;;;OUI;1;F;VERGES;Martine;Française;;
31;Haute-Garonne;31461;Rouède;2;VIVRE A ROUEDE;VIVRE A ROUEDE;;;OUI;1;M;SAINT-MARTIN;Thierry;Française;;
31;Haute-Garonne;31462;Rouffiac-Tolosan;1;Rouffiac Tolosan Ensemble;Rouffiac Tolosan Ensemble;;;OUI;1;M;DECIMA;Michel;Française;;OUI
31;Haute-Garonne;31462;Rouffiac-Tolosan;2;Rouffiac-Tolosan, notre avenir en confiance;Rouffiac-Tolosan, notre avenir en confiance;;;OUI;1;M;SOURZAC;Jean-Gervais;Française;;OUI
31;Haute-Garonne;31463;Roumens;1;Roumens;Roumens;;;OUI;1;M;LASMAN;Philippe;Française;;
31;Haute-Garonne;31464;Sabonnères;1;Sabonnères 2026;Sabonnères 2026;;;OUI;1;M;BÉRAIL;Pierre;Française;;
31;Haute-Garonne;31465;Saccourvielle;1;AGIR POUR SACCOURVIELLE;AGIR POUR SACCOURVIELLE;;;OUI;1;M;LOBELSON;Roland;Française;;
31;Haute-Garonne;31465;Saccourvielle;2;LISTE D'INTERET GENERAL;LISTE D'INTERET GENERAL;;;OUI;1;M;GARCIA;Clément;Française;;
31;Haute-Garonne;31466;Saiguède;1;ENSEMBLE POUR SAIGUEDE;ENSEMBLE POUR SAIGUEDE;;;OUI;1;F;TABERNE-RIBÈRE;Brigitte;Française;;
31;Haute-Garonne;31467;Saint-Alban;1;UN NOUVEL ÉLAN POUR SAINT-ALBAN;UN NOUVEL ÉLAN POUR SAINT-ALBAN;LDVG;Liste divers gauche;OUI;1;M;CABANNE;Yoan;Française;;OUI
31;Haute-Garonne;31467;Saint-Alban;2;Continuons Ensemble;Continuons Ensemble;LDVC;Liste divers centre;OUI;1;M;SUSIGAN;Alain;Française;;OUI
31;Haute-Garonne;31468;Saint-André;1;ENSEMBLE ET UNIS POUR SAINT-ANDRE;ENSEMBLE ET UNIS POUR SAINT-ANDRE;;;OUI;1;M;CASTETS;David;Française;;
31;Haute-Garonne;31469;Saint-Araille;1;ENSEMBLE POUR NOTRE VILLAGE;ENSEMBLE POUR NOTRE VILLAGE;;;OUI;1;M;DUTRAIN;Marc;Française;;
31;Haute-Garonne;31470;Saint-Aventin;1;ENSEMBLE POUR SAINT-AVENTIN;ENSEMBLE POUR SAINT-AVENTIN;;;OUI;1;M;TINÉ;Jean-Claude;Française;;
31;Haute-Garonne;31471;Saint-Béat-Lez;1;MIEUX VIVRE A SAINT-BEAT-LEZ;MIEUX VIVRE A SAINT-BEAT-LEZ;;;OUI;1;F;PEREFARRES;Charlotte;Française;;
31;Haute-Garonne;31471;Saint-Béat-Lez;2;HERITAGE & AVENIR SAINT-BEAT-LEZ EN COMMUN;HERITAGE & AVENIR SAINT-BEAT-LEZ EN COMMUN;;;OUI;1;M;ROUX;Gérard;Française;;
31;Haute-Garonne;31472;Saint-Bertrand-de-Comminges;1;Unis pour St Bertrand;Unis pour St Bertrand;;;OUI;1;F;UCHAN;Marie-Claire;Française;;
31;Haute-Garonne;31472;Saint-Bertrand-de-Comminges;2;DES ACTES POUR SAINT-BERTRAND;DES ACTES POUR SAINT-BERTRAND;;;OUI;1;M;GHIONE;Patrice;Française;;
31;Haute-Garonne;31473;Saint-Cézert;1;Inscrire Saint-Cézert dans un avenir durable;Inscrire Saint-Cézert dans un avenir durable;;;OUI;1;M;OLIVEIRA SOARES;Henri;Française;;
31;Haute-Garonne;31474;Saint-Christaud;1;PROCHE ET ENGAGEE POUR SAINT-CHRISTAUD;PROCHE ET ENGAGEE POUR SAINT-CHRISTAUD;;;OUI;1;F;JORET;Hélène;Française;;
31;Haute-Garonne;31475;Saint-Clar-de-Rivière;1;unis pour saint clar;unis pour saint clar;;;OUI;1;M;GASQUET;Etienne;Française;;OUI
31;Haute-Garonne;31476;Saint-Elix-le-Château;1;Saint Elix  d'Abord;Saint Elix d'Abord;;;OUI;1;M;AKA;Alain;Française;;
31;Haute-Garonne;31476;Saint-Elix-le-Château;2;SAINT ELIX NOTRE VILLAGE;SAINT ELIX NOTRE VILLAGE;;;OUI;1;M;DÉPREZ;François;Française;;
31;Haute-Garonne;31477;Saint-Elix-Séglan;1;ENSEMBLE POUR NOTRE COMMUNE;ENSEMBLE POUR NOTRE COMMUNE;;;OUI;1;M;SUSPENE;Nicolas;Française;;
31;Haute-Garonne;31478;Saint-Félix-Lauragais;1;Ensemble pour Saint-Félix;Ensemble pour Saint-Félix;;;OUI;1;M;BOURREL;Alain;Française;;OUI
31;Haute-Garonne;31479;Saint-Ferréol-de-Comminges;1;ENSEMBLE POUR SAINT-FERREOL;ENSEMBLE POUR SAINT-FERREOL;;;OUI;1;M;BOUAS;Thierry;Française;;
31;Haute-Garonne;31480;Sainte-Foy-d'Aigrefeuille;1;UNIS POUR DEMAIN;UNIS POUR DEMAIN;;;OUI;1;M;CAZENEUVE;Didier;Française;;OUI
31;Haute-Garonne;31480;Sainte-Foy-d'Aigrefeuille;2;UN NOUVEL ÉLAN;UN NOUVEL ÉLAN;;;OUI;1;F;VALETTE;Sandrine;Française;;OUI
31;Haute-Garonne;31481;Sainte-Foy-de-Peyrolières;1;AU PLUS PRÈS DES FOYENS;AU PLUS PRÈS DES FOYENS;;;OUI;1;M;LONG;Patrice;Française;;OUI
31;Haute-Garonne;31481;Sainte-Foy-de-Peyrolières;2;SAINTE-FOY ENSEMBLE;SAINTE-FOY ENSEMBLE;;;OUI;1;M;VIVES;François;Française;;OUI
31;Haute-Garonne;31482;Saint-Frajou;1;ENSEMBLE POUR SAINT FRAJOU;ENSEMBLE POUR SAINT FRAJOU;;;OUI;1;F;DUCOS;Christelle;Française;;
31;Haute-Garonne;31482;Saint-Frajou;2;ENSEMBLE POUR UN VILLAGE DYNAMIQUE;ENSEMBLE POUR UN VILLAGE DYNAMIQUE;;;OUI;1;M;LASSERRE;Guy;Française;;
31;Haute-Garonne;31483;Saint-Gaudens;1;RETROUVONS SAINT-GAUDENS;RETROUVONS SAINT-GAUDENS;LRN;Liste du Rassemblement National;OUI;1;M;DELCHARD;Loïc;Française;;OUI
31;Haute-Garonne;31483;Saint-Gaudens;2;SAINT-GAUDENS ENSEMBLE;SAINT-GAUDENS ENSEMBLE;LDIV;Liste Divers;OUI;1;M;DUCLOS;Jean-Yves;Française;;OUI
31;Haute-Garonne;31483;Saint-Gaudens;3;SAINT-GAUDENS AVEC VOUS, POUR VOUS !;SAINT-GAUDENS AVEC VOUS, POUR VOUS !;LDVG;Liste divers gauche;OUI;1;F;POUJARDIEU;Françoise;Française;;OUI
31;Haute-Garonne;31484;Saint-Geniès-Bellevue;1;UN SOUFFLE NOUVEAU POUR SAINT-GENIÈS;UN SOUFFLE NOUVEAU POUR SAINT-GENIÈS;;;OUI;1;M;DE LASSUS SAINT-GENIÈS;Charles;Française;;OUI
31;Haute-Garonne;31484;Saint-Geniès-Bellevue;2;Agir ensemble pour notre village;Agir ensemble pour notre village;;;OUI;1;M;TANCHAUD;Christophe;Française;;OUI
31;Haute-Garonne;31484;Saint-Geniès-Bellevue;3;Continuer ensemble pour Saint-Geniès;Continuer ensemble pour Saint-Geniès;;;OUI;1;M;PIN-BELLOC;Thierry;Française;;OUI
31;Haute-Garonne;31485;Saint-Germier;1;Saint Germier per totz;Saint Germier per totz;;;OUI;1;F;ESCRICH-FONS;Esther;Française;;
31;Haute-Garonne;31486;Saint-Hilaire;1;ENGAGES AUJOURD'HUI ET DEMAIN POUR SAINT-HILAIRE;ENGAGES AUJOURD'HUI ET DEMAIN POUR SAINT-HILAIRE;;;OUI;1;M;PALAYRET;Cyril;Française;;OUI
31;Haute-Garonne;31487;Saint-Ignan;1;POURSUIVONS NOS PROJETS POUR LE BIEN-VIVRE ENSEMBLE;POURSUIVONS NOS PROJETS POUR LE BIEN-VIVRE ENSEMBLE;;;OUI;1;M;GIRAUDO;Raymond;Française;;
31;Haute-Garonne;31488;Saint-Jean;1;Saint-Jean ma ville;Saint-Jean ma ville;LUG;Liste d'union à gauche;OUI;1;M;ESPIC;Bruno;Française;;OUI
31;Haute-Garonne;31489;Saint-Jean-Lherm;1;UNIS, CONSTRUISONS L'AVENIR DE SAINT JEAN LHERM;UNIS, CONSTRUISONS L'AVENIR DE SAINT JEAN LHERM;;;OUI;1;M;COGO;Eric;Française;;
31;Haute-Garonne;31490;Saint-Jory;1;ENSEMBLE POUR L'AVENIR DE SAINT-JORY;ENSEMBLE POUR L'AVENIR DE SAINT-JORY;LDVG;Liste divers gauche;OUI;1;M;DENOUVION;Victor;Française;;OUI
31;Haute-Garonne;31490;Saint-Jory;2;UN FUTUR POUR SAINT-JORY;UN FUTUR POUR SAINT-JORY;LRN;Liste du Rassemblement National;OUI;1;M;BLOT;Clément;Française;;OUI
31;Haute-Garonne;31491;Saint-Julia;1;Agir pour Saint-Julia;Agir pour Saint-Julia;;;OUI;1;F;CARRAT;Séverine;Française;;
31;Haute-Garonne;31491;Saint-Julia;2;TOUS DIFFÉRENTS, UN MÊME VILLAGE;TOUS DIFFÉRENTS, UN MÊME VILLAGE;;;OUI;1;M;LAGENTE;Christian;Française;;
31;Haute-Garonne;31492;Saint-Julien-sur-Garonne;1;AU COEUR DE SAINT JULIEN;AU COEUR DE SAINT JULIEN;;;OUI;1;M;LEFEBVRE;Patrick;Française;;
31;Haute-Garonne;31493;Saint-Lary-Boujean;1;BIEN VIVRE A SAINT-LARY BOUJEAN;BIEN VIVRE A SAINT-LARY BOUJEAN;;;OUI;1;M;FARRE;Régis;Française;;
31;Haute-Garonne;31494;Saint-Laurent;1;BIEN VIVRE A SAINT-LAURENT;BIEN VIVRE A SAINT-LAURENT;;;OUI;1;M;PITOUT;Daniel;Française;;
31;Haute-Garonne;31495;Saint-Léon;1;Vivre Saint-Léon;Vivre Saint-Léon;;;OUI;1;F;CASES;Françoise;Française;;OUI
31;Haute-Garonne;31495;Saint-Léon;2;Ensemble pour Saint-Léon;Ensemble pour Saint-Léon;;;OUI;1;F;HONVAULT;Aurore;Française;;OUI
31;Haute-Garonne;31496;Sainte-Livrade;1;L'AVENIR DE SAINTE-LIVRADE, C'EST VOUS;L'AVENIR DE SAINTE-LIVRADE, C'EST VOUS;;;OUI;1;F;TRILHE;Rachel;Française;;
31;Haute-Garonne;31496;Sainte-Livrade;2;RACINES & RENOUVEAU;RACINES & RENOUVEAU;;;OUI;1;F;BARRERE;Marie;Française;;
31;Haute-Garonne;31497;Saint-Loup-Cammas;1;ENSEMBLE POUR SAINT-LOUP-CAMMAS;ENSEMBLE POUR SAINT-LOUP-CAMMAS;;;OUI;1;F;PENAVAIRE;Sandrine;Française;;OUI
31;Haute-Garonne;31498;Saint-Loup-en-Comminges;1;ENSEMBLE CONTINUONS POUR SAINT-LOUP;ENSEMBLE CONTINUONS POUR SAINT-LOUP;;;OUI;1;M;BOUZIGUES;Denis;Française;;
31;Haute-Garonne;31499;Saint-Lys;1;SAINT-LYS AVENIR;SAINT-LYS AVENIR;LDVC;Liste divers centre;OUI;1;M;PLANCHON;Fabrice;Française;;OUI
31;Haute-Garonne;31499;Saint-Lys;2;EN ACTION POUR SAINT-LYS;EN ACTION POUR SAINT-LYS;LDVC;Liste divers centre;OUI;1;M;BERTRAND;Thierry;Française;;OUI
31;Haute-Garonne;31499;Saint-Lys;3;SAINT LYS ENSEMBLE;SAINT LYS ENSEMBLE;LDVG;Liste divers gauche;OUI;1;M;DEUILHE;Serge;Française;;OUI
31;Haute-Garonne;31500;Saint-Mamet;1;CONTINUONS ENSEMBLE SAINT-MAMET;CONTINUONS ENSEMBLE SAINT-MAMET;;;OUI;1;M;LYAUTEY;Hervé;Française;;
31;Haute-Garonne;31501;Saint-Marcel-Paulel;1;Saint Marcel Paulel cultive ses valeurs;Saint Marcel Paulel cultive ses valeurs;;;OUI;1;F;RABANEL;Véronique;Française;;
31;Haute-Garonne;31502;Saint-Marcet;1;LISTE D'UNION DEMOCRATIQUE;LISTE D'UNION DEMOCRATIQUE;;;OUI;1;M;ROUILLON;Gilles;Française;;
31;Haute-Garonne;31502;Saint-Marcet;2;DE L'EXPERIENCE DANS UNE NOUVELLE DYNAMIQUE;DE L'EXPERIENCE DANS UNE NOUVELLE DYNAMIQUE;;;OUI;1;M;ABADIE;Daniel;Française;;
31;Haute-Garonne;31503;Saint-Martory;1;UNIS POUR SAINT-MARTORY;UNIS POUR SAINT-MARTORY;;;OUI;1;M;RASPEAU;Raoul;Française;;OUI
31;Haute-Garonne;31504;Saint-Médard;1;ENSEMBLE BIEN VIVRE A SAINT-MEDARD;ENSEMBLE BIEN VIVRE A SAINT-MEDARD;;;OUI;1;M;BARUTAUT;Jean-Pierre;Française;;
31;Haute-Garonne;31505;Saint-Michel;1;ENSEMBLE POUR SAINT MICHEL;ENSEMBLE POUR SAINT MICHEL;;;OUI;1;M;PUECH;Bastien;Française;;
